acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
2.301655427,3.585679319,0.989405041,1.831867228,0.91176616,0.799531799,throw
0.070239908,-0.015222133,9.894966429,0.005048202,0.012719434,-0.019296933,rest
1.496164052,1.300017084,9.268509836,0.380213023,0.187084342,0.037099721,shake
-0.137750313,0.245036692,9.838222629,-0.012380388,-0.034236472,0.02731235,rest
2.645581638,1.205508,2.274936453,1.424433719,1.318708352,1.116030514,throw
5.012501752,3.938575247,4.554992927,1.579834683,1.187696492,1.063530151,throw
0.319674683,0.013184219,0.885212559,-0.052486183,-0.117537079,0.292238823,fall
-0.132459364,0.02498376,9.833961849,-0.008608974,0.033931408,-0.007344864,rest
0.227180848,0.041401741,9.703502392,0.001400507,-0.003621819,-0.015928998,rest
1.950167226,0.688696089,10.301890417,0.491335511,0.601671583,0.492339606,rapid_shake
-0.060788873,-0.15121901,10.044870367,0.020327345,-0.005345684,0.028647189,rest
0.121502052,-0.142889597,9.585716747,0.015695727,-0.001355732,0.000480053,rest
-0.023986404,-0.04532545,9.852091542,-0.005892538,-0.004282299,-0.014394338,rest
1.943575106,0.679970214,9.554418372,0.203784009,0.222280026,-0.035709029,shake
1.215866552,0.962474126,9.568366199,0.268752289,0.288271058,0.06717093,shake
-0.012752874,0.038355818,9.832880482,0.030007397,0.000320397,0.007449194,rest
1.842022756,0.852014913,10.161285096,0.267574649,-0.002177817,0.048500182,shake
0.045500746,-0.010456599,9.736987312,0.011975461,0.008133498,0.011789008,rest
2.564588092,1.83680761,6.71254863,0.855016388,1.020120496,0.699574692,throw
2.490981154,2.071931597,6.874781367,1.586858407,1.416623967,1.005898417,throw
1.832652568,1.014054463,9.908041049,0.188570515,0.440622826,0.108818401,shake
0.956211976,1.780928878,9.825760664,0.30934254,0.196332216,0.13613966,shake
-0.117999672,-0.082034591,9.869337491,-0.006049355,-0.027027933,-0.027265193,rest
1.862264027,0.92888766,10.124172917,0.116300756,0.094892952,0.126579898,shake
2.622825519,1.918705264,9.500420136,0.643462283,0.580194497,0.351115057,rapid_shake
0.952897011,1.015153768,9.868858131,0.274169924,0.187438783,0.122524902,shake
3.065321381,1.303827897,9.573287865,0.949033685,0.353769607,0.477096492,rapid_shake
2.040001671,1.349931238,9.002927992,1.322340959,0.357933227,0.307520071,rapid_shake
1.611220116,0.968829843,9.618343663,0.339628883,0.197775539,0.146614252,shake
2.1019951,1.784993759,9.132318924,0.832879914,0.28218407,0.463038839,rapid_shake
1.036638953,1.194484673,9.457014821,0.80079401,0.698915638,0.320667196,rapid_shake
2.989551911,0.87189677,10.840390505,0.705340064,0.610616375,0.422839291,rapid_shake
2.996631896,3.965268231,3.777156383,1.9171283,1.208689895,0.686269052,throw
0.013102837,0.178173456,0.595006408,-0.031841843,0.513708527,0.413812344,fall
0.058575964,0.057710636,9.774405977,-0.001760281,0.017368964,0.004781319,rest
2.363855198,1.780642905,10.527603142,0.864293835,0.803782466,0.2584907,rapid_shake
1.944895731,1.08530544,9.245148108,0.11888554,0.103068546,0.133645918,shake
3.295780529,1.896229257,9.789726577,1.014722348,0.372266896,0.43558599,rapid_shake
0.095333007,-0.009860503,9.767584025,-0.005245061,-0.010994039,-0.026989504,rest
2.306679814,1.818861296,9.607316031,0.257238358,0.221689943,0.113068189,shake
1.887554365,2.012189908,10.213574256,0.476092881,-0.104358747,0.315290419,rapid_shake
3.65976278,3.419398359,6.632608458,1.403643181,1.326034952,1.02977444,throw
0.04305736,0.04453901,9.815093849,-0.006682947,0.023830723,-0.028719709,rest
0.002616688,0.167449828,9.844152034,0.000447854,0.012822779,0.000231578,rest
-0.011407006,0.06678372,9.751660549,-0.012548572,-0.008770115,-0.041593506,rest
2.011277242,3.061726365,5.579933277,0.969018124,0.608281055,0.971031925,throw
-0.031110944,0.09324874,0.153026537,1.079744384,0.37856826,0.530104929,fall
0.057006617,0.033335563,9.659886629,-0.001066775,-0.000457464,-0.012324485,rest
2.593106575,1.009640293,4.047038554,0.230209713,0.52481114,0.946291108,throw
2.910960425,3.0323812,9.37161118,0.805984906,0.551107187,0.394502704,rapid_shake
0.184695205,0.124221958,9.858440673,-0.015614912,0.020551437,0.008857706,rest
1.731606141,1.929469032,9.837394033,0.319971795,0.092176308,0.077301717,shake
-1.645096877,0.890074009,13.400016275,0.580129984,0.719504796,0.287862,fall
3.436771684,2.045899486,9.682408215,1.067076999,0.732934727,0.243664153,rapid_shake
-0.079341309,-0.017389006,9.577172477,0.00058766,-0.001263208,0.020813806,rest
-0.125627053,0.051933068,9.803043221,0.004461295,-0.008721321,0.007400241,rest
1.847422788,2.377335578,10.208374082,1.168648905,0.841267453,0.388292998,rapid_shake
0.118579338,0.022519012,9.923164513,-0.016095608,0.012014577,-0.040661962,rest
-0.066485994,0.018568826,9.826112533,-0.002997234,0.026276575,-0.001741114,rest
2.06789474,1.43709833,9.988412149,0.187343321,0.364949939,0.044792334,shake
1.818274808,1.173990098,9.359052208,0.205320775,0.305294513,0.123354144,shake
-0.141575596,-0.210159578,10.041551264,-0.011890142,-0.023268599,-0.031805623,rest
0.078183447,0.021408209,9.871006523,0.003227049,-0.019735019,-0.027778574,rest
3.022495031,2.163797873,9.802670997,0.775704115,0.450106553,0.378892504,rapid_shake
0.102991776,0.104860184,9.831998969,-0.030624821,-0.001882981,-0.007870618,rest
0.004151095,0.082413897,9.824834417,0.027485767,-0.001005468,-0.011902615,rest
3.459680864,1.791435181,9.753317041,1.021271826,0.750630432,0.326006744,rapid_shake
0.908391364,1.116578184,10.03832702,0.352432525,0.178683775,0.08665995,shake
1.706010945,1.054368938,9.939496812,0.220098856,0.048322888,0.007161406,shake
-0.046478796,-0.179270455,9.751616257,-0.020311161,-0.009287009,-0.013529182,rest
0.019965171,0.226124963,9.72820219,0.034943061,0.009846,-0.015151648,rest
0.225097489,0.080579704,9.700371179,-0.007873751,0.024929659,0.002071989,rest
1.887000727,1.708152154,3.699211742,1.098790436,1.03033754,0.941774159,throw
1.507510157,1.010046256,10.066974957,0.26719382,0.229421781,0.11159255,shake
-0.02746707,0.04353438,9.651199416,0.004271362,0.047438988,-0.010964372,rest
-0.041301777,0.045764898,9.732465385,0.012729677,0.008943242,-0.033415522,rest
-0.05374419,-0.03766212,9.744419433,-0.011862282,-0.015015977,-0.009572959,rest
0.483936228,2.598549705,9.087735131,0.719615168,0.363246173,0.221760976,rapid_shake
1.06135777,0.944479134,9.096817748,0.503831133,0.076319903,0.086613707,shake
2.438792672,3.301638004,3.825873689,1.931900348,1.209886468,0.710225274,throw
-0.107280943,-0.016472476,9.768740033,0.040936629,-0.009484244,-0.004838734,rest
1.881998484,3.004388885,7.355274317,1.486327159,1.305455276,0.651422132,throw
1.990626795,2.041115634,10.555650387,1.338729622,0.746186369,0.452936429,rapid_shake
2.571127239,0.529562782,9.725267827,0.27373157,0.229497214,0.148823589,shake
3.883880293,3.083264564,2.963030815,1.404049715,1.098034796,0.798602651,throw
3.346500094,3.880829875,5.545993997,2.244039152,1.168960614,0.441725957,throw
0.118837316,-0.020346113,9.90306617,-0.014007356,0.006603172,-0.020736106,rest
-0.042370763,0.046186386,9.874253378,0.006392468,-0.01662642,-0.004086212,rest
0.278821808,-0.089891416,9.92297731,-0.014899643,0.012928908,-0.007282169,rest
3.31074079,2.332854767,10.22399991,0.639420811,0.436802258,0.407050205,rapid_shake
1.293594497,0.674420922,9.640112108,0.28109226,0.246257897,0.033035214,shake
1.320940924,1.34707748,10.381534277,0.45358634,0.148784875,0.036045613,shake
2.641454089,2.802494323,4.472213761,1.755395388,0.671076981,0.793561715,throw
-0.143737673,-0.011164828,9.865284083,0.026375492,0.002564842,-0.00808937,rest
1.249314853,0.998758738,9.865613615,0.18738111,0.023169005,0.045647902,shake
-0.001330123,-0.067191975,9.792626214,-0.031182898,0.010331446,0.005030357,rest
1.288912355,1.058027008,9.891425606,0.491200528,0.200584534,0.05337729,shake
1.486259678,0.661132393,9.751264583,0.445611034,0.137018978,0.058778632,shake
2.643693949,2.95319664,5.586271532,1.187205615,0.986878916,0.655355431,throw
-0.011039054,-0.07977698,9.895315669,-0.009099013,0.03988962,0.017369178,rest
3.848706451,2.195840688,4.45892989,1.387554248,0.832368762,0.697874946,throw
3.014862243,3.679062944,4.90008652,1.393896537,0.684180107,0.887290401,throw
-0.095720259,-0.038119587,9.818827503,0.012613708,0.035701678,-0.004184546,rest
1.98110986,2.050059554,6.762008837,1.417081825,0.934406163,0.734241698,throw
0.049431387,0.066444203,9.783691706,0.005332215,0.004902717,-0.01191367,rest
2.618635169,3.187816756,9.331570411,0.602225008,0.704830663,0.41675189,rapid_shake
1.739596932,2.086909367,8.938184017,0.112189811,0.627056381,0.512168183,rapid_shake
3.486307626,2.332765548,6.495985327,1.455337912,0.718251059,1.015449839,throw
-0.167104357,0.015330041,9.684485761,0.016656935,0.024673735,-0.020525681,rest
0.016484297,0.166240135,9.572103072,0.008156756,0.016233574,0.000868719,rest
3.835082194,2.723151131,9.162129903,0.754929037,1.365257226,1.137902491,throw
2.561440316,2.2648901,9.791212769,1.308330128,0.473323617,0.415998641,rapid_shake
-0.296723947,-0.054228935,0.064542613,0.810724638,0.415356064,0.009064831,fall
0.13769886,-0.153426907,0.368863481,0.174021085,0.713786443,0.29634165,fall
-2.385212585,1.29799786,13.443226075,0.555121438,0.882610537,0.474431966,fall
3.522260293,2.403300343,7.471887216,1.666021536,1.353144287,0.449479373,throw
0.004669821,-0.072195443,9.850431641,-0.041967855,-0.006127212,0.00399287,rest
3.998577126,1.577150502,9.237109251,0.468158104,0.537667795,0.549198471,rapid_shake
3.310635249,2.715006109,9.320032222,0.683734133,0.376048226,0.377461788,rapid_shake
2.052852681,0.469304289,9.311607572,0.424870218,0.388628143,0.078941491,shake
0.026011424,-0.053692077,9.832776626,0.033821154,0.010681878,-0.003671022,rest
0.041937993,-0.142510084,9.765159921,-0.027972907,0.025149019,0.000683852,rest
0.206877425,-0.319971561,0.546475668,0.062370979,0.3361743,0.760453556,fall
0.279836862,-0.169879461,9.838830313,0.007637902,0.024823586,0.000111611,rest
0.030133464,-0.03854088,0.808032011,0.486314701,-0.142588112,0.568073043,fall
2.090215414,0.915419198,10.041071779,0.450153378,0.32636592,0.088570179,shake
1.929354118,2.269885643,9.350426422,0.388695442,0.471449147,0.48839896,rapid_shake
3.656090789,3.444761668,6.0869931,1.371699571,0.76892841,0.839621217,throw
-0.26973946,-0.016806868,9.76166343,-0.021041288,0.017332288,0.017782272,rest
-0.196812951,0.003500188,9.808287824,0.005481322,-0.02212093,0.017610431,rest
2.720738028,1.843001291,10.223182097,0.505391322,0.695143682,0.441701636,rapid_shake
-0.009398628,-0.038469825,9.723732227,-0.003580116,0.022745352,-0.02309837,rest
0.03952425,-0.009778942,9.763148938,-0.003418832,0.014923038,0.002566642,rest
0.062389515,-0.09587455,9.797245203,0.002066297,-0.019068115,0.020544812,rest
0.755410171,0.154150995,9.651176183,0.179431129,0.152297016,0.086916818,shake
1.427219713,1.18655328,10.145041196,0.4533818,0.133539385,0.075294787,shake
0.00417937,0.034658065,9.734158604,-0.008227605,-0.011993285,-0.020998888,rest
1.513994424,0.96983455,9.967456356,0.30356977,0.400602321,0.111777018,shake
0.018852713,0.167099675,9.66492918,-0.021901188,-0.004709303,-0.003124731,rest
-0.047458885,-0.077118962,9.95686191,-0.005401266,-0.017211527,-0.003812431,rest
0.207191414,0.005014396,9.648311329,-0.001357794,0.008794336,0.025134773,rest
1.665222654,1.166654565,9.446779077,0.285540981,0.207993833,0.126140448,shake
0.314162827,1.636482114,9.474028335,0.266518897,0.158024089,0.126117753,shake
0.121165338,-0.060834092,0.259732108,0.697510945,0.948725013,0.263597308,fall
1.832722781,0.952714166,9.980896268,0.168695831,0.130334117,0.043357531,shake
2.284308029,1.581453738,10.078768988,0.750670316,0.466702243,0.536083531,rapid_shake
2.200050067,0.492596821,9.509963283,0.25014598,0.050119054,0.114799889,shake
2.028657167,1.435144652,4.559139546,1.570478204,0.966169701,1.100127177,throw
0.052966521,0.107993672,9.878954013,-0.005262643,-0.009023992,0.024417198,rest
-0.10478028,-0.062443524,9.868736313,-0.015488541,-0.010182599,0.002996005,rest
1.041838016,0.434681518,10.029157701,0.359107206,0.162984484,0.045142456,shake
0.022641258,0.15266987,9.964828384,-0.014512013,0.024072568,-0.020877196,rest
4.060810382,3.330255876,6.60534773,1.17301573,1.319743669,0.978721306,throw
1.610019729,1.379603521,16.865209912,0.54240963,-0.317683774,0.287298788,fall
0.123979737,0.078569149,9.874667515,-0.0016347,-0.010625451,-0.007720659,rest
-0.0561352,-0.004474189,9.841144744,0.012998334,-0.018000194,0.00993293,rest
-0.208062141,0.173059418,9.729278752,0.027933118,-0.009915938,-0.031638245,rest
1.526276336,2.229158322,10.493753871,0.651953085,0.548715016,0.344129496,rapid_shake
0.97695672,1.392095615,9.062098739,0.605339541,0.579703718,0.255919582,rapid_shake
0.051157142,0.069253046,9.740983753,-0.011624247,0.033249659,0.017272519,rest
3.540006738,2.770297526,5.704836467,0.671982422,1.317055599,1.033607043,throw
-0.118811587,0.02009495,9.797434039,-0.005280789,0.006409844,0.003359439,rest
1.427001561,2.379297631,9.502703019,0.874887054,0.658508934,0.37298042,rapid_shake
3.862832476,2.632323228,10.011655226,0.944319117,0.318990884,0.4175797,rapid_shake
-0.236489663,0.019443584,0.784638997,0.38705673,0.724012598,0.418059678,fall
2.059662404,2.481266343,9.581778534,0.793594795,0.59879515,0.21209871,rapid_shake
0.003879745,-0.159739686,9.818552147,-0.005000575,-0.024611173,0.009263756,rest
0.052481256,-0.056238539,9.843398402,-0.009356148,-0.001633028,0.021483885,rest
-0.013383803,0.102650716,9.768091335,0.005966996,-0.012973119,0.035537177,rest
0.086730819,0.076421305,9.796764087,0.003263481,-0.021079685,-0.027993968,rest
0.065551406,0.097264529,9.590811552,0.021770838,0.031910156,-0.047819251,rest
1.639092468,2.083969109,9.380210243,0.875442024,0.421121926,0.351946959,rapid_shake
1.539374788,0.700604267,10.426660779,0.397539386,0.079930672,0.140977496,shake
1.678611636,2.340516627,3.442344415,1.163355723,1.368197939,0.709596087,throw
-0.038816524,0.103737367,9.780297265,-0.015188586,-0.018638993,-0.024578143,rest
0.028443509,-0.109668789,9.802714867,0.007148685,0.01549842,0.017312093,rest
1.863282079,2.53993858,7.166294599,1.811564514,0.786515136,0.912974844,throw
2.610126777,2.532181904,9.229256396,0.915454305,0.960008729,0.371167575,rapid_shake
-0.236147931,0.34836916,0.661829594,0.91499849,0.196771661,0.466429696,fall
-0.065700159,0.108095956,9.599935812,0.019531171,0.018589898,0.01041163,rest
0.018492615,-0.119886742,9.826287321,-0.003688185,0.015929193,-0.013718771,rest
0.176879732,-0.111004144,9.746258138,0.009517173,-0.007953253,-0.006616386,rest
0.074672429,0.185147756,9.845925244,0.021939124,0.038488338,0.028291258,rest
1.343245059,1.675143155,10.20774369,0.850494262,0.562162852,0.464035004,rapid_shake
0.245988895,0.016499125,9.65698503,0.027206739,0.045406116,0.008498985,rest
0.002555493,0.206983207,9.846246781,0.024783598,0.004945666,0.02505463,rest
1.689464281,0.895628538,10.336393959,0.453510562,0.147766366,0.095571671,shake
2.8931557,2.663497261,3.199766763,1.59598032,1.088311514,0.816497504,throw
-0.218367503,-0.05867958,0.271484587,0.223312094,-0.124044024,0.250012017,fall
-0.097649498,-0.175946582,9.752815959,-0.000613611,0.014766228,-0.020077794,rest
3.19408555,1.648352743,2.574368473,1.20524765,0.566157021,0.944662662,throw
3.952101465,2.530748956,10.038588504,0.903593995,0.678497437,0.21575327,rapid_shake
1.26319759,1.431577345,9.731160812,0.399167627,0.145627784,0.015208745,shake
2.70705625,1.048151349,10.50807345,0.446970521,0.640613769,0.294436417,rapid_shake
-1.598307929,0.340517522,18.627316742,0.297140837,0.179112872,0.257301873,fall
-0.043154872,-0.00530234,9.79389113,0.006195814,0.031226032,0.013641159,rest
-0.123993896,-0.043893626,9.691844031,-0.006245231,-0.047395864,-0.035472314,rest
2.36809187,1.61208944,9.822914113,1.286035921,1.012382322,0.9762532,throw
-0.025360945,-0.0989271,9.720516064,0.012875921,-0.033020149,0.016803851,rest
3.830775917,1.612272902,6.450582558,1.239524294,0.810529476,0.767734929,throw
0.201614145,0.172178502,9.856716428,-0.010258534,-0.025982237,0.017143656,rest
-0.129295057,-0.114975444,9.794241787,0.004106475,0.00301978,0.013777608,rest
0.984316032,1.668515793,10.053208584,0.271061683,0.31967743,0.043391052,shake
-0.037520307,0.159349863,9.79987572,-0.042055953,0.014220276,-0.028920148,rest
2.852039131,2.071883945,9.925874594,1.182172912,0.740847402,0.44093075,rapid_shake
0.011592277,-0.045411315,9.82079846,0.040885019,-0.034239112,0.01013672,rest
1.773594753,0.532097205,9.881452708,0.13828401,0.305351109,0.081635662,shake
0.017394568,-0.06205373,9.883771278,-0.012474996,-0.009057576,-0.026960887,rest
0.041717825,-0.00419283,9.751968542,0.002923183,-0.051479293,-0.012312649,rest
1.52407154,0.694388573,9.874114343,0.350879479,0.170548016,0.075384871,shake
-0.088962346,-0.098159388,9.989366321,-0.018799744,-0.01157787,0.00144112,rest
0.083830684,0.173288615,9.874647132,-0.034334974,0.017020233,-0.003363899,rest
1.789224262,1.165356711,9.860915049,0.276697133,0.319770223,0.113112847,shake
1.901872198,0.235220804,9.799636475,0.289067464,0.351130528,0.063710496,shake
1.858228832,2.202693446,9.138386241,0.965669709,0.692065576,0.214275734,rapid_shake
-0.113742252,-0.027785637,9.690907151,0.00428724,-0.009267071,-0.010553042,rest
1.502960411,0.933913619,9.304313204,0.448155617,0.208366417,0.111513969,shake
0.021751299,-0.057402804,9.774786266,0.009225641,0.012658543,-0.014262407,rest
0.95040292,0.370284884,9.405817493,0.307467845,0.327092269,0.10690008,shake
3.738611097,1.514801135,10.039138127,0.45151711,0.708485531,0.361711761,rapid_shake
3.91858268,2.962398921,2.837308036,1.076832411,0.763891828,1.069676592,throw
0.889329326,1.733803613,9.322657531,0.223028072,0.317777867,0.106864432,shake
0.126820959,0.134212477,9.835518206,-0.026183058,0.029667965,0.034072169,rest
2.980595664,1.104494661,9.385439741,1.015646164,0.812993523,0.432430796,rapid_shake
-0.097849718,0.238037686,9.672579409,0.018131612,0.011805883,-0.019804811,rest
0.120194439,-0.093725323,0.58707991,-0.242420133,0.576568908,0.356070589,fall
3.432077117,3.055255802,10.459273488,0.423037051,0.204112136,0.472255482,rapid_shake
-0.134712564,0.137045854,9.809400694,0.007068208,-0.006215509,0.018598255,rest
-0.056385984,-0.011175004,9.755962994,-0.002668176,0.027408971,0.007533032,rest
0.060455598,-0.075709505,9.909721904,-0.020516622,0.016107057,0.023474789,rest
0.081779422,-0.205920897,9.861859936,0.007421812,-1.8468e-05,0.006588954,rest
0.156076315,-0.029769715,9.879251565,-0.008915077,-0.014845299,0.009984388,rest
1.837679308,0.682425279,9.253560092,0.375018266,0.169711446,0.089326489,shake
1.809775075,0.936920234,9.64810994,0.255265542,0.24512251,0.098959219,shake
-0.256960464,-0.328581364,-0.01814368,-0.041523675,0.186906495,0.684675359,fall
1.020590013,2.928049773,9.387352802,0.68811815,0.381429429,0.365404606,rapid_shake
1.974100388,0.734279783,9.551436183,0.307435978,0.296026323,0.10002308,shake
0.084911287,0.076647121,9.823392727,-0.020693067,0.021396317,0.006206246,rest
1.94061241,1.008868096,9.705751767,0.503951092,0.136710271,0.080885213,shake
0.034118081,-0.134294474,9.894641452,0.027035392,0.015221302,-0.002452904,rest
-0.346027793,0.10767894,0.801252842,1.275303024,0.814038309,0.409794106,fall
0.006673924,-0.144328573,9.788175484,-0.017070424,-0.050110359,0.050545884,rest
3.46508085,2.561056598,9.223304221,1.439213931,0.851933111,0.95913201,throw
2.026265261,1.528778839,9.785855584,0.043010927,0.159246123,0.088802796,shake
0.0872105,0.086604184,9.634797255,0.055878956,-0.02558631,-0.034754322,rest
-0.10249848,0.229680479,0.341769298,1.137831465,0.759053489,0.351239436,fall
1.741475517,0.106086989,9.418716447,0.457660087,0.149308955,0.050594513,shake
0.175920996,-0.114133706,9.691048661,0.015667243,0.027378224,-0.008341644,rest
1.518731913,1.976890622,9.566299871,0.330257563,0.668776355,0.644659573,rapid_shake
0.132070031,0.221297327,9.920596344,-0.048258347,0.007031189,-0.001197674,rest
-0.192237315,-0.064865236,0.274939534,0.201313827,0.549322844,-0.066490985,fall
0.186920063,0.017699076,9.858168991,0.017118084,0.0477535,-0.030726266,rest
-0.007796666,0.002710633,9.759681347,0.014548743,-0.019854773,0.016121264,rest
0.000642603,0.09103775,9.602508357,-0.005448427,0.033384092,0.01315348,rest
2.165976181,1.114526304,9.307943128,0.602732018,0.621766396,0.403932544,rapid_shake
-0.060697444,-0.083864766,9.848104805,0.000126527,0.016404292,-0.00680181,rest
0.21562342,0.017915521,9.755516905,0.004459173,0.023881543,-0.014435096,rest
0.106605598,0.079719389,9.745283444,0.015984574,-0.006891503,-0.000510167,rest
1.674291499,2.688171766,5.152548126,1.9241874,0.744307446,1.263640355,throw
3.251016198,1.883578799,9.468310933,0.89559765,0.785923739,0.379265993,rapid_shake
1.909001203,2.194966117,4.911676307,1.099044322,0.981800785,0.849534795,throw
1.378173725,0.986602078,10.123518134,0.475666118,0.030198607,-0.000899493,shake
-0.002984534,0.196114113,9.819203519,-0.035488175,0.002339089,0.003819082,rest
0.10361074,-0.056900626,9.671188768,-0.001984529,-0.037277088,0.00132841,rest
0.189935065,-0.04572107,9.926255249,-0.007567739,-0.002806523,0.027270826,rest
-0.022083153,-0.031714965,9.808625241,-0.016093636,-0.02601801,-0.015624411,rest
-0.150193647,-0.089868738,9.732191775,-0.012188919,-0.011719534,0.006198038,rest
-0.083193574,-0.02906795,1.017597111,0.516288425,0.210671356,0.117481758,fall
-0.039353537,-0.191966903,9.802272638,0.007250441,-0.021791339,0.007785186,rest
0.115589754,-0.087217872,9.821326529,-0.012642088,0.027690555,-0.007001142,rest
2.859358461,2.096350744,7.023773014,0.629258491,0.705891106,0.716939502,throw
0.188843071,0.160136329,9.685083464,0.032104251,-0.015297553,0.016408267,rest
-0.139931169,0.048354445,9.709008073,-0.007550115,-0.007441364,-0.007518684,rest
4.611555668,4.398733426,4.078575029,1.027694813,0.929217909,0.926687739,throw
1.464095552,2.369790024,5.493593627,1.269403872,0.447577169,0.62618449,throw
2.466857016,3.38206649,7.341497891,1.115494884,1.356430174,0.694406877,throw
0.196202163,-0.131094307,9.890714519,-0.005347893,0.031556001,-0.032361007,rest
1.006125211,-0.04269458,9.855564467,0.389014965,0.099526973,0.148471476,shake
0.129628362,0.086164266,9.87127843,0.011354089,0.003097485,0.013917351,rest
0.100011143,0.009239528,9.824933204,-0.008645639,0.003511801,0.006304745,rest
1.998899771,1.727690886,9.755993313,0.731993622,0.820325623,0.420457195,rapid_shake
0.252346152,0.131465208,9.62125815,0.008830475,0.034741737,-0.022383745,rest
5.117817677,1.287172832,9.836981855,0.17301407,0.700752392,0.348935467,rapid_shake
-3.14079925,0.041126197,8.767465384,0.37424403,0.886179155,0.375092415,fall
1.1257015,0.915596058,9.64435827,0.237947031,0.354934629,0.093535787,shake
0.17793584,-0.155358271,9.694742632,0.019682436,-0.009261744,-0.013445886,rest
2.356831327,1.064979314,9.47240582,0.178362711,0.288325651,0.10420366,shake
1.396843838,1.167640909,9.651692672,0.320368295,0.250837098,0.108557057,shake
2.654522183,2.4566724,9.593765634,0.577845629,0.75555522,0.506116967,rapid_shake
0.047622068,-0.296327714,9.826723681,-0.007233977,0.016971145,-0.013564986,rest
-0.063548428,-0.044757575,9.867588021,0.012199155,0.014419842,0.000573005,rest
-0.164734311,-0.010054535,9.92508966,0.018883034,0.004477359,0.000975612,rest
-0.171992047,0.206755033,9.658024957,0.006591114,-0.002307032,-0.009588307,rest
3.295523593,1.623698886,3.292010079,1.925849469,0.778885627,1.129300435,throw
0.102315196,-0.130690535,0.705084676,1.154869772,0.51181897,0.363548222,fall
2.245344581,2.535507055,0.509516869,1.728415871,0.930787921,0.863269406,throw
-0.053946305,-0.072950656,9.889868728,-0.011781936,-0.030902507,-0.001677717,rest
-0.075328059,0.194287261,9.694788959,0.02432891,-0.010497213,-0.008970359,rest
0.060453039,-0.205051989,9.504763532,0.008292012,0.007343464,-0.036077301,rest
-0.074099938,-0.024569894,9.767069633,0.000388547,0.022398661,0.007447378,rest
0.409877344,0.380043364,0.154708392,0.375499734,1.159895008,0.288839954,fall
-0.248398319,-0.073342586,9.914014124,-0.003452602,0.029191564,-0.009280204,rest
-0.208867853,0.090238841,9.769331751,0.008240242,0.009833871,-0.00053506,rest
3.7034527,2.313063593,4.873740883,1.394805425,1.080476247,0.395494962,throw
1.035656285,0.709934438,9.441718545,0.095278219,0.230276443,0.099243891,shake
0.211243509,-0.01579777,9.798106369,-0.007974848,-0.034604407,-0.008131981,rest
0.10811943,-0.116489532,9.818119988,-0.024643546,0.006381402,-0.000816322,rest
-0.051735465,0.058956943,9.777323405,-0.001549537,-0.003375147,0.00235737,rest
1.955943541,1.350310389,10.168212524,0.45138968,0.24306187,0.182620711,shake
1.875070264,2.018762701,9.763861056,0.316982501,0.413941281,0.347503273,rapid_shake
0.157891931,0.107286845,9.844907729,-0.006772203,0.021185959,0.007291629,rest
-0.292805137,0.047499303,9.705551877,-0.001175729,0.020674587,0.013801073,rest
2.143838507,1.646820675,10.042817235,0.759905197,0.817454952,0.44308767,rapid_shake
